ID,date_of_donation,donor_link,donation_huf,donor_gender,publishing_name,donation_type
9386,2015. szeptember 10. 09:15,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,female,gave_name,only_name
9387,2015. szeptember 09. 16:01,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,5000,male,gave_name,both_of_them
9388,2015. szeptember 09. 15:10,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,NA,anonymous,none_of_them
9389,2015. szeptember 09. 10:15,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,male,gave_name,only_name
9390,2015. szeptember 08. 13:42,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,1500,female,gave_name,both_of_them
9391,2015. szeptember 08. 09:47,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,NA,anonymous,none_of_them
9392,2015. szeptember 07. 16:20,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,NA,anonymous,none_of_them
9393,2015. szeptember 07. 10:35,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,NA,anonymous,none_of_them
9394,2015. szeptember 04. 20:02,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,5000,male,gave_name,both_of_them
9395,2015. szeptember 04. 20:02,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,female,gave_name,only_name
9396,2015. szeptember 04. 11:46,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,2500,female,gave_name,both_of_them
9397,2015. szeptember 04. 11:46,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,NA,anonymous,none_of_them
9398,2015. szeptember 04. 11:46,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,1500,male,gave_name,both_of_them
9399,2015. szeptember 02. 12:50,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,male,gave_name,only_name
9400,2015. szeptember 01. 13:17,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,female,gave_name,only_name
9401,2015. szeptember 01. 11:10,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,NA,gave_name,only_name
9402,2015. szeptember 01. 11:10,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,1000,female,gave_name,both_of_them
9403,2015. szeptember 01. 09:35,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,female,gave_name,only_name
9404,2015. augusztus 31. 15:22,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,female,gave_name,only_name
9405,2015. augusztus 31. 11:04,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,female,gave_name,only_name
9406,2015. augusztus 28. 11:35,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,NA,NA,anonymous,none_of_them
9407,2015. augusztus 28. 09:08,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,5000,female,gave_name,both_of_them
9408,2015. augusztus 27. 09:55,https://elmenykulonitmeny.hu/jotekony-sportolo/scheuring-istvan/,10000,male,gave_name,both_of_them
9409,2015. október 09. 22:14,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,5000,female,gave_name,both_of_them
9410,2015. október 08. 19:38,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9411,2015. október 02. 10:03,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,5000,male,gave_name,both_of_them
9412,2015. október 02. 10:03,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,5000,female,gave_name,both_of_them
9413,2015. október 02. 10:03,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,5000,female,gave_name,both_of_them
9414,2015. október 01. 15:38,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,male,gave_name,only_name
9415,2015. október 01. 09:53,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,male,gave_name,only_name
9416,2015. szeptember 28. 09:11,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,male,gave_name,only_name
9417,2015. szeptember 23. 15:05,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,2500,female,gave_name,both_of_them
9418,2015. szeptember 23. 10:08,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,male,gave_name,only_name
9419,2015. szeptember 21. 15:30,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,NA,anonymous,none_of_them
9420,2015. szeptember 21. 12:39,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9421,2015. szeptember 21. 11:12,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,2500,female,gave_name,both_of_them
9422,2015. szeptember 21. 11:12,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,company,gave_name,only_name
9423,2015. szeptember 21. 11:12,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,NA,anonymous,none_of_them
9424,2015. szeptember 17. 11:21,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,NA,anonymous,none_of_them
9425,2015. szeptember 16. 16:52,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,NA,anonymous,none_of_them
9427,2015. szeptember 04. 11:46,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9428,2015. szeptember 03. 13:03,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,NA,anonymous,none_of_them
9429,2015. augusztus 24. 11:06,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9430,2015. augusztus 24. 11:06,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9431,2015. augusztus 18. 14:37,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9432,2015. augusztus 18. 11:03,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,NA,anonymous,none_of_them
9434,2015. augusztus 17. 16:19,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9435,2015. augusztus 17. 10:26,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9436,2015. augusztus 17. 10:26,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9437,2015. augusztus 13. 09:07,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9438,2015. augusztus 11. 10:19,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9439,2015. augusztus 04. 11:58,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9440,2015. augusztus 04. 11:50,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,female,gave_name,only_name
9441,2015. augusztus 03. 12:09,https://elmenykulonitmeny.hu/jotekony-sportolo/viszlo-andrea/,NA,male,gave_name,only_name
9442,2015. október 22. 09:57,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,5000,male,gave_name,both_of_them
9443,2015. október 09. 22:14,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,group,gave_name,only_name
9444,2015. október 09. 19:40,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,10000,female,gave_name,both_of_them
9445,2015. október 09. 15:49,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,5000,female,gave_name,both_of_them
9446,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,NA,anonymous,none_of_them
9447,2015. október 08. 19:38,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,5000,male,gave_name,both_of_them
9448,2015. október 08. 12:28,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,4000,female,gave_name,both_of_them
9449,2015. október 08. 12:28,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,5000,male,gave_name,both_of_them
9450,2015. október 07. 18:10,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,10000,female,gave_name,both_of_them
9451,2015. október 05. 09:17,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,5000,male,gave_name,both_of_them
9452,2015. október 04. 15:51,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9453,2015. október 02. 10:03,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,5000,female,gave_name,both_of_them
9454,2015. október 01. 09:53,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9455,2015. szeptember 28. 15:44,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,1000,female,gave_name,both_of_them
9456,2015. szeptember 28. 15:44,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,1000,female,gave_name,both_of_them
9457,2015. szeptember 28. 09:11,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,5000,NA,anonymous,only_money
9458,2015. szeptember 28. 09:11,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,2500,male,gave_name,both_of_them
9459,2015. szeptember 28. 09:11,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9460,2015. szeptember 16. 09:38,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9461,2015. szeptember 10. 09:15,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9462,2015. szeptember 07. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9463,2015. szeptember 04. 20:02,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9464,2015. szeptember 01. 16:09,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,NA,anonymous,none_of_them
9465,2015. augusztus 31. 15:22,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9466,2015. augusztus 31. 15:22,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,male,gave_name,only_name
9467,2015. augusztus 31. 15:22,https://elmenykulonitmeny.hu/jotekony-sportolo/diosi-peter/,NA,female,gave_name,only_name
9468,2015. szeptember 12. 16:35,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,1500,female,gave_name,both_of_them
9469,2015. szeptember 11. 16:39,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,NA,anonymous,none_of_them
9470,2015. szeptember 11. 16:39,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,10000,female,gave_name,both_of_them
9471,2015. szeptember 10. 16:10,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,NA,anonymous,none_of_them
9472,2015. szeptember 08. 13:44,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,5000,female,gave_name,both_of_them
9473,2015. szeptember 07. 15:25,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,10000,male,gave_name,both_of_them
9474,2015. augusztus 28. 09:01,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,female,gave_name,only_name
9475,2015. augusztus 27. 14:44,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,female,gave_name,only_name
9476,2015. augusztus 25. 14:49,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,5000,male,gave_name,both_of_them
9477,2015. augusztus 11. 10:26,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,50000,female,gave_name,both_of_them
9478,2015. augusztus 11. 10:26,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,NA,anonymous,none_of_them
9479,2015. augusztus 10. 11:47,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,NA,anonymous,none_of_them
9480,2015. augusztus 01. 15:52,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,NA,anonymous,none_of_them
9481,2015. július 28. 13:53,https://elmenykulonitmeny.hu/jotekony-sportolo/serfozo-viola/,NA,NA,anonymous,none_of_them
9482,2015. november 16. 10:57,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9483,2015. november 12. 09:38,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,male,gave_name,only_name
9484,2015. november 11. 15:42,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,1500,male,gave_name,both_of_them
9485,2015. november 11. 10:11,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9486,2015. november 11. 08:26,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,5000,male,gave_name,both_of_them
9487,2015. november 11. 08:26,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,NA,anonymous,none_of_them
9488,2015. november 10. 15:30,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,2500,female,gave_name,both_of_them
9489,2015. november 10. 08:22,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,30000,male,gave_name,both_of_them
9490,2015. november 10. 08:22,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,5000,male,gave_name,both_of_them
9491,2015. november 10. 08:22,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,10000,NA,gave_name,both_of_them
9492,2015. november 09. 09:41,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,10000,NA,anonymous,only_money
9493,2015. november 09. 09:41,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,10000,female,gave_name,both_of_them
9494,2015. november 09. 09:41,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9495,2015. november 05. 13:53,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9496,2015. november 05. 08:47,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,company,gave_name,only_name
9497,2015. november 04. 15:38,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,2500,male,gave_name,both_of_them
9498,2015. október 27. 12:50,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9499,2015. október 26. 15:45,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,NA,anonymous,none_of_them
9500,2015. október 22. 09:55,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,10000,female,gave_name,both_of_them
9501,2015. október 12. 11:37,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9502,2015. szeptember 29. 16:03,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,NA,gave_name,only_name
9503,2015. szeptember 21. 08:55,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,NA,anonymous,none_of_them
9504,2015. szeptember 15. 08:55,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,NA,anonymous,none_of_them
9505,2015. szeptember 10. 09:21,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9506,2015. szeptember 07. 10:11,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9507,2015. szeptember 02. 16:25,https://elmenykulonitmeny.hu/jotekony-sportolo/vizvari-agnes/,NA,female,gave_name,only_name
9508,2015. szeptember 08. 09:37,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,5000,female,gave_name,both_of_them
9509,2015. szeptember 03. 13:00,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,31500,male,gave_name,both_of_them
9510,2015. szeptember 03. 10:31,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9511,2015. szeptember 02. 16:23,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,2500,male,gave_name,both_of_them
9512,2015. augusztus 31. 10:56,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,2500,male,gave_name,both_of_them
9513,2015. augusztus 31. 10:56,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9514,2015. augusztus 25. 09:39,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,5000,female,gave_name,both_of_them
9515,2015. augusztus 24. 14:36,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,male,gave_name,only_name
9516,2015. augusztus 19. 13:41,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9517,2015. augusztus 19. 09:52,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9518,2015. augusztus 18. 14:03,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9519,2015. augusztus 13. 13:47,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9520,2015. augusztus 12. 10:17,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9521,2015. augusztus 10. 15:13,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,NA,anonymous,none_of_them
9522,2015. augusztus 07. 14:22,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,female,gave_name,only_name
9523,2015. augusztus 05. 15:01,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,male,gave_name,only_name
9524,2015. augusztus 03. 12:11,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,10000,male,gave_name,both_of_them
9525,2015. július 30. 15:07,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,NA,anonymous,none_of_them
9526,2015. július 28. 10:56,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,5000,female,gave_name,both_of_them
9527,2015. július 28. 10:56,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,male,gave_name,only_name
9528,2015. július 24. 10:33,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,male,gave_name,only_name
9529,2015. július 23. 10:27,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,male,gave_name,only_name
9530,2015. július 22. 11:09,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-hajnalka/,NA,NA,anonymous,none_of_them
9531,2015. december 21. 14:27,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,NA,anonymous,none_of_them
9532,2015. december 11. 11:43,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9533,2015. november 30. 16:17,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,20000,female,gave_name,both_of_them
9534,2015. november 27. 09:49,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,10000,male,gave_name,both_of_them
9535,2015. november 25. 08:50,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,NA,anonymous,none_of_them
9536,2015. november 24. 11:03,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,10000,group,gave_name,both_of_them
9537,2015. november 24. 11:02,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,NA,anonymous,none_of_them
9538,2015. november 19. 10:42,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,10000,male,gave_name,both_of_them
9539,2015. november 16. 10:57,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9540,2015. november 16. 10:57,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,1000,female,gave_name,both_of_them
9541,2015. november 16. 10:57,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,7000,group,gave_name,both_of_them
9542,2015. november 13. 15:51,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9543,2015. november 13. 13:12,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2650,male,gave_name,both_of_them
9544,2015. november 13. 13:12,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,10000,male,gave_name,both_of_them
9545,2015. november 13. 13:12,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9546,2015. november 13. 13:12,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,male,gave_name,only_name
9547,2015. november 13. 13:12,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,5000,male,gave_name,both_of_them
9548,2015. november 12. 16:27,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9549,2015. november 12. 16:27,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9550,2015. november 12. 08:35,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,NA,anonymous,none_of_them
9551,2015. november 11. 10:11,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9552,2015. november 11. 08:26,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9553,2015. november 11. 08:26,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,3000,female,gave_name,both_of_them
9554,2015. november 11. 08:26,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9555,2015. november 10. 15:30,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,male,gave_name,only_name
9556,2015. november 09. 09:41,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,1000,female,gave_name,both_of_them
9557,2015. november 09. 09:41,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9558,2015. november 05. 13:54,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,NA,anonymous,none_of_them
9559,2015. november 04. 09:17,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,5000,female,gave_name,both_of_them
9560,2015. november 02. 12:57,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9561,2015. oktĂłber 27. 09:30,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9562,2015. oktĂłber 27. 09:30,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,male,anonymous,none_of_them
9563,2015. oktĂłber 21. 13:03,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9564,2015. oktĂłber 21. 09:08,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9565,2015. oktĂłber 21. 09:08,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9566,2015. oktĂłber 21. 09:08,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,5000,female,gave_name,both_of_them
9567,2015. oktĂłber 20. 09:37,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,5000,female,gave_name,both_of_them
9568,2015. oktĂłber 19. 10:47,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9569,2015. oktĂłber 19. 08:26,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,NA,gave_name,only_name
9570,2015. oktĂłber 19. 08:25,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9571,2015. oktĂłber 14. 11:16,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,10000,female,gave_name,both_of_them
9572,2015. oktĂłber 12. 09:11,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,5000,female,gave_name,both_of_them
9573,2015. oktĂłber 09. 21:44,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,5000,female,gave_name,both_of_them
9574,2015. oktĂłber 09. 09:56,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,female,gave_name,both_of_them
9575,2015. oktĂłber 07. 18:13,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,male,gave_name,both_of_them
9576,2015. oktĂłber 06. 18:25,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,NA,anonymous,none_of_them
9577,2015. oktĂłber 06. 09:20,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,2500,male,gave_name,both_of_them
9578,2015. szeptember 03. 10:39,https://elmenykulonitmeny.hu/jotekony-sportolo/gyongyosi-mara/,NA,female,gave_name,only_name
9579,2015. október 15. 15:15,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,5000,female,gave_name,both_of_them
9580,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,10000,female,gave_name,both_of_them
9581,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,5000,female,gave_name,both_of_them
9582,2015. október 05. 09:17,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,10000,female,gave_name,both_of_them
9583,2015. október 04. 15:51,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,2500,male,gave_name,both_of_them
9584,2015. szeptember 29. 09:49,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,10000,female,gave_name,both_of_them
9585,2015. szeptember 22. 08:50,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,8000,male,gave_name,both_of_them
9586,2015. szeptember 21. 11:55,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,1000,female,gave_name,both_of_them
9587,2015. szeptember 16. 09:38,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,1000,male,gave_name,both_of_them
